Id,Year,Mon,Res,solids,NTU,org_ml,MPN_100ml,MPN_100ml__1,LosR,Silica,Ca,Mg,Ca_Mg,NO3,NO3_USGS,Cl2,Na,SO4,K,pH,Alk,Hard,Nhard,C_USGSTemp,F_USGS,Temp,MD_Precip_inch_mon,MD_Temp_F
196312,1963,12,173,,,,,,,6.9,30,5.8,35.8,0.52,,13.3,,52,,7.9,64,98,34,,,39,2.21,28.7
19632,1963,2,158,,,,,,,4.2,30,5.4,35.4,0.8,,12.6,,29,,7.9,64,96,32,,,33,1.89,27.5
19633,1963,3,128,,,,,,,3,20,4,24,0.8,,8,,25,,7.7,41,63,22,,,42,5.75,45.1
19634,1963,4,149,,,,,,,3.9,29,5.2,34.2,0.67,,8.1,,27,,8.3,65,93,29,,,59,1.39,53.1
19635,1963,5,166,,,,,,,2.8,30,5.9,35.9,0.08,,9.2,,37,,8.5,69,98,29,,,69,2.39,60.9
19636,1963,6,145,,,,,,,5.2,24,5.2,29.2,0.3,,6,,32,,7.9,56,82,26,,,74,5.06,70.3
19637,1963,7,172,,,,,,,5.9,33,5.9,38.9,0.26,,10.8,,42,,,75,107,32,,,83,1.89,74.5
19638,1963,8,210,,,,,,,7.1,34,6.5,40.5,0.11,,16.2,,59,,7.8,81,114,33,,,80,3.57,71.9
19639,1963,9,238,,,,,,,8.4,44,7.2,51.2,0.09,,23.2,,72,,8,92,139,47,,,73,3.93,63.2
19641,1964,1,164,,,,,,,6.2,22,4.9,26.9,0.84,,9.2,,45,,7.8,49,76,27,,,38,4.15,33.7
196410,1964,10,257,,,,,,,9.8,45,8,53,0.07,,27.3,,95,,8.5,92,146,54,,,61,1.94,52.3
196411,1964,11,248,,,,,,,9.6,47,9,56,0.2,,19.1,,86,,8.6,102,154,52,,,53,2.25,47.8
196412,1964,12,188,,,,,,,7.2,37,6.5,43.5,0.7,,11.9,,64,,8.6,66,117,51,,,46,3.8,37.9
19642,1964,2,158,,,,,,,5.8,23,4.2,27.2,0.93,,7.5,,46,,7.8,46,74,28,,,38,3.97,32.3
19643,1964,3,147,,,,,,,5.4,18,5,23,0.8,,7.3,,44,,7.8,45,67,22,,,47,3.05,43.8
19644,1964,4,149,,,,,,,5.3,21,4.7,25.7,0.6,,12.2,,47,,8.3,49,71,22,,,54,5.34,50.7
19645,1964,5,148,,,,,,,5.9,34,5.1,39.1,0.57,,6.6,,40,,8.1,63,83,20,,,65,0.8,63.8
19646,1964,6,175,,,,,,,6.9,33,6.7,39.7,0.36,,12.4,,49,,8,80,111,31,,,75,2.41,71.3
19647,1964,7,197,,,,,,,7.8,34,6.5,40.5,0.21,,14.3,,64,,8.2,67,110,43,,,86,3.47,75.1
19648,1964,8,239,,,,,,,8.2,38,7,45,0.16,,22.1,,85,,8.5,75,125,56,,,77,2.08,71.3
19649,1964,9,278,,,,,,,8.5,48,7.3,55.3,0.5,,28.1,,97,,8.2,82,141,59,,,74,3.66,67
19651,1965,1,147,,,,,,,6.4,29,7.4,36.4,0.49,,9.4,,40,,8.1,51,103,152,,,41,3.2,30.9
196510,1965,10,271,,,,,,,8.2,45,7.6,52.6,0.42,,26,,67,,8.3,94,144,56,,,62,2.36,53.5
196511,1965,11,300,,,,,,,10.1,52,7.6,59.6,0.35,,27,,88,,8.5,105,162,57,,,53,0.86,45.5
196512,1965,12,309,,,,,,,10.6,61,6.9,67.9,0.57,,29.4,,91,,8.5,121,181,60,,,47,0.79,38.5
19652,1965,2,110,,,,,,,4.9,26,6.9,32.9,0.87,,7.5,,38,,7.9,44,94,50,,,42,2.65,34.3
19653,1965,3,126,,,,,,,4.7,31,7,38,0.77,,6.54,,26,,7.8,46,105,59,,,47,4.28,39
19654,1965,4,132,,,,,,,5.1,27,6.7,33.7,0.5,,6.9,,29,,7.9,53,94,41,,,57,2.42,49.7
19655,1965,5,136,,,,,,,4.7,28,7.4,35.4,0.23,,7.9,,26,,8.3,65,100,35,,,72,1.67,66.3
19656,1965,6,178,,,,,,,7.2,32,7.7,39.7,0.2,,16.5,,34,,8.2,80,112,32,,,77,2.52,69.2
19657,1965,7,194,,,,,,,8.8,33,8.9,41.9,0.24,,22.9,,72,,8.1,73,114,41,,,81,3.28,73.9
19658,1965,8,256,,,,,,,8.7,35,8.5,43.5,0.1,,22.9,,89,,8.2,77,123,46,,,81,4.77,73
19659,1965,9,267,,,,,,,8.4,42,8.5,50.5,0.26,,27.7,,87,,8,86,139,53,,,76,2.77,68.8
19661,1966,1,254,,,,,,25,8.7,56,7.2,63.2,0.93,,27.3,,81,,8.4,100,167,67,,,42,3.78,29
196610,1966,10,145,,,,,,9,2.5,35,5.6,40.6,1.05,,10.5,,28,,8.2,69,109,46,,,61,3.72,53.3
196611,1966,11,175,,,,,,9,4.5,42,5.4,47.4,0.33,,13.6,,35,,8.4,87,126,39,,,53,2,45.9
196612,1966,12,145,,,,,,8,3.7,32,4.7,36.7,1.52,,10.4,,26,,7.9,57,99,42,,,45,3.01,34.7
19662,1966,2,176,,,,,,17,7.2,40,7.2,47.2,1.44,,17.6,,51,,8.1,71,125,54,,,39,3.77,32.7
19663,1966,3,144,,,,,,10,6.5,28,7.1,35.1,1.83,,10.3,,30,,7.9,52,96,44,,,50,1.44,43.7
19664,1966,4,154,,,,,,8,6.9,30,5.2,35.2,0.61,,8.1,,37,,8.3,62,96,34,,,58,4.07,48.3
19665,1966,5,121,,,,,,7,5.4,27,4.6,31.6,0.56,,7.1,,28,,8.1,55,88,33,,,66,3.36,60.9
19666,1966,6,180,,,,,,15,6,33,6.3,39.3,0.35,,14.7,,44,,7.9,74,108,34,,,78,1.79,71
19667,1966,7,240,,,,,,35,5.4,38,7.6,45.6,0.24,,20.3,,72,,7.9,80,126,46,,,83,1.86,76.6
19668,1966,8,310,,,,,,44,4.8,43,7.9,50.9,0.14,,30,,102,,8.6,82,141,59,,,80,1.6,74.5
19669,1966,9,256,,,,,,28,4.9,39,5.7,44.7,0.82,,29,,70,,7.8,66,123,57,,,71,7.15,64.3
19671,1967,1,140,,,,,,6,3.5,29,5.2,34.2,2.5,,11.2,,58,,7.9,51,94,43,,,43,1.36,37.3
196710,1967,10,222,,,,,,14.2,3,41,5.3,46.3,1.2,,13.7,,34,,8,91,122,31,,,62,2.11,54.3
196711,1967,11,169,,,,,,7.4,3.4,34,6.4,40.4,1.3,,11.7,,28,,8.1,80,111,31,,,48,2.23,40.9
196712,1967,12,119,,,,,,6,5.6,27,5.8,32.8,1.4,,10.5,,28,,7.8,56,90,34,,,41,5.18,37
19672,1967,2,136,,,,,,7,3.4,30,4.5,34.5,1.8,,11.7,,48,,7.8,56,91,41,,,42,2.47,30.5
19673,1967,3,138,,,,,,3.5,6.2,28,4.5,32.5,1.8,,7.8,,26,,7.8,45,87,42,,,48,4.08,41.2
19674,1967,4,139,,,,,,6.2,2.2,33,4.8,37.8,2.1,,9.5,,27,,8.2,62,101,40,,,61,1.9,53.2
19675,1967,5,122,,,,,,5.4,1.1,28,4.6,32.6,1.3,,7.5,,21,,7.9,49,87,38,,,62,4.54,56.5
19676,1967,6,175,,,,,,8.5,1.4,35,5.3,40.3,0.56,,12.1,,29,,8.3,71,110,39,,,79,2.69,70.6
19677,1967,7,158,,,,,,11.5,2.7,39,4.9,43.9,1.1,,12.3,,33,,7.8,74,118,44,,,81,4.63,73.6
19678,1967,8,125,,,,,,8.6,3.2,32,4.9,36.9,1.3,,10.5,,30,,7.7,67,97,30,,,78,8.96,72.2
19679,1967,9,260,,,,,,12.1,2.5,36,6.7,42.7,1.3,,12.2,,35,,8.3,83,119,34,,,72,1.49,63.7
19681,1968,1,143,,,,,,4.3,4.8,29,5.5,34.5,1.8,,10.8,,31,,7.8,60,96,36,,,38,2.5,28.9
196810,1968,10,270,,,,,,28,0.8,46,9.3,55.3,1.5,,26,,85,,7.9,103,154,51,,,65,2.88,57.6
196811,1968,11,220,,,,,,14.9,4.6,43,8.4,51.4,1.3,,20.4,,47,,7.9,85,143,58,,,51,3.96,46.4
196812,1968,12,222,,,,,,7.8,3,34,9.8,43.8,2,,13.4,,43,,8.1,69,122,53,,,39,2.43,33.1
19682,1968,2,125,,,,,,5,5.3,28,6.2,34.2,1.8,,8.5,,25,,8,61,96,35,,,37,0.64,29.6
19683,1968,3,141,,,,,,6.1,3.1,29,6.6,35.6,1.5,,10.8,,25,,8.1,60,87,37,,,47,4.52,45.3
19684,1968,4,144,,,,,,5.3,2.1,32,6.9,38.9,1,,9.5,,28,,8.4,73,109,36,,,63,1.6,53.1
19685,1968,5,178,,,,,,7,3.2,36,6.9,42.9,1.1,,3,,31,,8.2,81,119,38,,,66,5.16,59.3
19686,1968,6,157,,,,,,3.6,4.4,29,5.6,34.6,1.1,,9.2,,23,,7.6,58,95,37,,,75,4.14,70.7
19687,1968,7,168,,,,,,15.5,1.1,32,7.3,39.3,0.33,,14.4,,43,,7.9,71,110,39,,,84,2.38,75.3
19688,1968,8,213,,,,,,22.9,0.9,34,8.6,42.6,0.45,,20.6,,60,,7.7,74,121,47,,,83,3.32,75.6
19689,1968,9,253,,,,,,21.3,0.8,37,8.6,45.6,0.6,,22.5,,62,,7.7,76,128,52,,,76,3.12,66.9
19691,1969,1,172,,,,,,8.5,2.5,35,9,44,0.39,,14.8,,41,,8.2,69,122,53,,,36,1.87,31.3
196910,1969,10,229,,,,,,14.8,1.2,38,9.7,47.7,0.102,,17.9,,52,,8.4,96,134,38,,,64,1.44,54.9
196911,1969,11,236,,,,,,12.5,3.6,39,9.5,48.5,0.3,,21.3,,47,,8,95,137,42,,,49,2.26,43.4
196912,1969,12,186,,,,,,6.7,4.4,30,7.3,37.3,0.35,,14.7,,25,,7.9,62,103,41,,,46,6.95,32.3
19692,1969,2,150,,,,,,6.7,3.8,29,8,37,0.43,,16.1,,27,,8,57,107,50,,,40,2.13,32.4
19693,1969,3,159,,,,,,8.4,1.9,33,7.9,40.9,0.36,,16.9,,33,,8,62,111,49,,,48,2.27,38.8
19694,1969,4,143,,,,,,5.1,1.8,29,7.3,36.3,0.22,,11.4,,26,,7.9,56,102,46,,,61,2.57,54.4
19695,1969,5,160,,,,,,9.5,0.8,33,7,40,0.1,,13.5,,31,,8.3,73,111,38,,,72,2.19,63.1
19696,1969,6,196,,,,,,15.5,1,34,8,42,0.09,,14.9,,43,,7.9,76,114,42,,,80,2.62,72.4
19697,1969,7,226,,,,,,27.9,2.1,36,7.5,43.5,0.12,,22.3,,60,,7.6,78,127,44,,,82,6.59,75.3
19698,1969,8,198,,,,,,9.7,5.5,33,4,37,0.206,,12.8,,30,,7.7,69,100,31,,,80,6.08,72.7
19699,1969,9,185,,,,,,11.2,2.6,34,9.7,43.7,0.11,,12.6,,43,,8.2,78,114,36,,,76,3.42,66.2
19701,1970,1,171,,,,,,6.6,6.1,29,7.9,36.9,0.5,,12.3,,24,,7.7,58,104,46,,,37,1.4,25.8
197010,1970,10,287,,,,,,18.7,1.9,45,11.5,56.5,0.42,,23.3,,63,,8.2,101,161,60,,,67,2.9,59
197011,1970,11,191,,,,,,11.8,9.3,32,7.8,39.8,0.79,,13.3,,32,,7.8,64,109,45,,,54,4.21,46.1
197012,1970,12,170,,,,,,8.7,5.7,32,7.7,39.7,0.97,,8.9,,30,,7.8,61,106,45,,,41,3.56,36
19702,1970,2,133,,,,,,4.3,5.8,24,7.4,31.4,0.54,,10.5,,18,,7.6,43,96,47,,,40,2.67,33.1
19703,1970,3,148,,,,,,4.6,5.4,26,7.5,33.5,0.44,,11.2,,19,,7.8,46,93,47,,,49,3.89,38.2
19704,1970,4,134,,,,,,7.6,6,24,7.1,31.1,0.38,,10.2,,18,,7.7,41,87,46,,,54,4.67,51.5
19705,1970,5,172,,,,,,7.8,4.2,32,7.5,39.5,0.33,,10.8,,21,,8,68,112,44,,,72,2.77,64.6
19706,1970,6,205,,,,,,6.1,4.1,35,7.7,42.7,0.3,,11.7,,25,,8,73,117,44,,,79,4.59,70.6
19707,1970,7,178,,,,,,5.7,4.3,31,6.4,37.4,0.47,,8.7,,22,,8,73,101,28,,,79,5.91,74.6
19708,1970,8,224,,,,,,9.5,1.8,38,8.2,46.2,0.47,,15.6,,36,,8,87,128,41,,,72,2.6,74.2
19709,1970,9,240,,,,,,13.3,1.4,37,10.3,47.3,0.36,,19,,51,,7.7,85,135,50,,,79,1.69,70.4
19711,1971,1,154,,,,,,10.6,6.2,27,7.5,34.5,0.89,,10.4,,28,,7.8,53,99,46,,,38,3.15,28.2
197110,1971,10,174,,,,,,5.2,6.9,31,6.2,37.2,1.44,,12.2,,28,,7.8,68,105,37,,,67,6.56,61.5
197111,1971,11,174,,,,,,5.9,6.9,28,6.3,34.3,1.77,,12.6,,25,,7.8,63,96,33,,,54,3.99,44.6
197112,1971,12,143,,,,,,5.3,6.5,23,5.2,28.2,1.83,,14,,26,,7.7,49,83,34,,,45,1.6,42.6
19712,1971,2,122,,,,,,9.6,5.9,21,5.9,26.9,0.47,,15.3,,21,,7.6,45,84,39,,,41,5.24,35.1
19713,1971,3,139,,,,,,8.8,5.8,26,7.2,33.2,0.83,,9.1,,25,,7.7,48,94,46,,,50,2.34,40
19714,1971,4,161,,,,,,8.1,1.7,30,6.6,36.6,0.6,,9.5,,28,,8.2,61,100,39,,,63,2.09,50.3
19715,1971,5,153,,,,,,6.2,4.1,25,5.5,30.5,0.62,,9.3,,24,,7.7,56,88,33,,,71,6.53,59.7
19716,1971,6,175,,,,,,6.5,5.3,28,5.2,33.2,0.43,,8.9,,17,,8,66,93,27,,,82,2.24,71.8
19717,1971,7,192,,,,,,13.3,2,29,8.9,37.9,0.36,,16.4,,27,,8,72,109,37,,,84,4.03,73.6
19718,1971,8,188,,,,,,10.4,4.1,29,6.5,35.5,0.76,,13.4,,31,,7.9,64,99,35,,,81,8.65,72.1
19719,1971,9,186,,,,,,4.5,4.9,28,6.4,34.4,0.92,,11.8,,42,,7.8,64,98,34,,,77,4.22,69.2
19721,1972,1,160,,,,,,5.5,5.5,25,6.2,31.2,1.63,,14.4,,30,,7.9,57,90,33,,,43,3.08,35.5
197210,1972,10,190,,,,,,,4.3,37,6.4,43.4,1.2,,10.7,,35,,8,97,121,24,,,56,3.77,52.2
197211,1972,11,157,,,,,,9.2,4.1,27,5.7,32.7,1.38,,8.2,,36,,7.8,70,92,22,,,49,6.87,42.5
197212,1972,12,119,,,,,,3.5,6.1,21,3.9,24.9,1.39,,7.4,,25,,7.6,46,70,24,,,45,5.6,40.4
19722,1972,2,162,,,,,,7.7,5.9,23,6.3,29.3,1.64,,11.7,,26,,7.8,45,80,35,,,40,5.55,32.3
19723,1972,3,145,,,,,,9.6,7.1,22,5.4,27.4,1.67,,9.4,,23,,7.7,44,77,33,,,47,2.81,41.4
19724,1972,4,144,,,,,,8.7,9.8,23,5.3,28.3,1.36,,10.8,,28,,7.8,51,80,29,,,57,4.75,50.2
19725,1972,5,143,,,,,,4.7,9.6,23,5.1,28.1,1.15,,8.7,,24,,7.7,54,80,26,,,65,4.91,61.5
19726,1972,6,154,,,,,,,7.6,27,5.6,32.6,1.54,,8.3,,24,,7.9,67,88,21,,,69,11.02,67
19727,1972,7,179,,,,,,,,30,6.2,36.2,0.93,,7.4,,25,,7.8,77,97,20,,,75,3,74.5
19728,1972,8,198,,,,,,12.4,3.3,36,8.5,44.5,1.06,,10.7,,32,,8.3,92,115,23,,,76,2.66,72.5
19729,1972,9,227,,,,,,15,1.9,39,6.4,45.4,0.8,,14.6,,47,,8.1,107,133,26,,,72,2.45,67.4
19731,1973,1,132,,,,,,7.7,6.2,26,4.8,30.8,1.66,,10.1,,27,1.6,7.8,63,85,22,,,43,3.01,34.5
197310,1973,10,221,,,,,,12.1,3.6,43,8.4,51.4,1.79,,13.1,,43,1.4,7.9,94,144,50,,,69,2.92,57.9
197311,1973,11,176,,,,,,7.4,5.4,33,6.7,39.7,,,8.4,,31,1.05,7.8,83,112,29,,,55,1.57,47.1
197312,1973,12,149,,,,,,7,5,29,5.4,34.4,1.33,,22,,28,1,7.8,61,92,31,,,47,5.71,37.3
19732,1973,2,124,,,,,,6.3,6.4,22,4.4,26.4,1.88,,9.4,,26,1.7,7.7,53,72,19,,,42,3.41,33
19733,1973,3,134,,,,,,7.8,4.9,23,5.3,28.3,1.39,,9.4,,27,2,7.9,57,81,24,,,52,3.19,47.4
19734,1973,4,118,,,,,,0.1,5.4,21,4.6,25.6,1.44,,7.1,,24,1,7.7,46,72,26,,,57,5.86,52.1
19735,1973,5,121,,,,,,8.2,5.1,25,5.2,30.2,1.08,,7.1,,22,1.8,7.9,57,85,28,,,63,4.03,59.6
19736,1973,6,154,,,,,,6.7,5.6,28,5.3,33.3,1.47,,9.2,,26,2.2,7.8,68,93,25,,,68,3.74,72.9
19737,1973,7,196,,,,,,8.3,4.8,34,7.4,41.4,1.24,,14.9,,31,2.5,8.2,80,115,35,,,68,2.9,75.1
19738,1973,8,212,,,,,,15,3.2,35,8.1,43.1,1.3,,,,49,1.8,7.8,84,124,46,,,78,4.95,75.1
19739,1973,9,211,,,,,,132,4.2,38,7.5,45.5,1.55,,,,39,2.4,8.3,88,127,39,,,80,3.53,68.7
19741,1974,1,134,,,,,,,7.4,24,5,29,1.66,,10,,25,0.6,7.7,51,80,29,,,46,3.68,38.5
197410,1974,10,248,,,,,,,,55,7.4,62.4,0.68,,24,,42,1.6,8.6,112,168,56,,,62,1.3,52.8
197411,1974,11,245,,,,,,,1.4,54,7.5,61.5,0.65,,20.6,,35,1.1,8.3,109,165,56,,,56,1.58,45.6
197412,1974,12,165,,,,,,,5.3,32,5.2,37.2,1.75,,11.7,,15,1.2,7.8,56,93,42,,,46,5.34,38.1
19742,1974,2,161,,,,,,,5.4,35,6.4,41.4,1.72,,12.1,,41,0.5,8.2,79,116,37,,,47,1.51,34
19743,1974,3,133,,,,,,,1.6,30,5.9,35.9,1.41,,13.5,,18,0.6,8.5,65,101,36,,,53,4.27,44.8
19744,1974,4,125,,,,,,,3.6,24,4.6,28.6,1.32,,6.8,,15,1,7.8,56,81,25,,,59,2.64,54.6
19745,1974,5,147,,,,,,,2.7,34,5.1,39.1,1.35,,8.2,,15,1.1,8.2,74,102,28,,,72,4.41,61.5
19746,1974,6,148,,,,,,,3.3,31,4.2,35.2,1.29,,7.1,,20,1.1,8,63,95,32,,,77,4.46,67.5
19747,1974,7,158,,,,,,,3,33,5.7,38.7,1.08,,10.7,,28,1.2,8.2,68,108,40,,,84,1.74,74.2
19748,1974,8,204,,,,,,,1.5,35,7.9,42.9,0.19,,17.2,,38,0.9,7.8,72,120,48,,,85,4.71,73.4
19749,1974,9,201,,,,,,,1.4,42,5.8,47.8,0.95,,16.8,,28,2.1,8.4,90,131,41,,,78,4.76,65.4
19751,1975,1,,,,,,,,4.3,29,3.8,32.8,1.67,,26.8,,15,1.4,7.7,47,88,41,,,45,4.16,36.7
197510,1975,10,152,,,,,,,6.8,32,5.3,37.3,1.97,,9.8,,12,,7.8,63,101,38,,,65,3.41,58.8
197511,1975,11,152,,,,,,,4.6,33,7,40,1.91,,10.3,,12,,8,69,108,39,,,58,2.57,49.7
197512,1975,12,154,,,,,,,2.2,34,6.9,40.9,2.05,,11,,13,,8.3,70,113,43,,,74,3.05,36.2
19752,1975,2,,,,,,,,3.9,29,3.8,32.8,1.18,,20.2,,14,1.12,7.8,48,91,43,,,46,2.74,36
19753,1975,3,108,,,,,,,3.9,29,4.7,33.7,1.52,,14,,11,1,7.8,51,92,41,,,51,5.32,41
19754,1975,4,131,,,,,,,2.2,32,5.1,37.1,1.48,,12.7,,11,0.85,8.1,60,102,42,,,59,3.18,47.6
19755,1975,5,124,,,,,,,4.3,28,3.6,31.6,1.31,,11.9,,11,0.9,7.8,56,86,36,,,70,4.59,64.4
19756,1975,6,156,,,,,,,5.6,32,5.7,37.7,1.06,,13.1,,10,1.6,8,65,103,38,,,79,5.24,70.7
19757,1975,7,173,,,,,,,4.7,34,6.3,40.3,1.62,,12,,13,1.9,7.9,73,111,38,,,82,6.93,73.8
19758,1975,8,213,,,,,,,2.6,41,8,49,1.13,,13.9,,22,,8.2,93,137,44,,,85,4.04,75.2
19759,1975,9,185,,,,,,,4.2,36,6.1,42.1,1.56,,9.8,,20,,7.8,73,116,43,,,74,9.18,64.1
19761,1976,1,130,,,,,,,6.2,25,5.8,30.8,2.18,,10.8,,12,,7.6,53,91,,,,40,4.96,29.5
197610,1976,10,136,,,,,,,5.6,33,6.2,39.2,1.18,,9.2,,16,2.04,7.6,59,107,,,,63,8.05,51.4
197611,1976,11,149,,,,,,,4.3,37,5.3,42.3,1.58,,11,,20,1.65,7.8,71,116,,,,51,1.04,39.3
197612,1976,12,169,,,,,,,2.2,38,6.1,44.1,1.7,,12.5,,24,1.2,8,67,117,,,,42,2.29,31.3
19762,1976,2,140,,,,,,,5.2,28,5.9,33.9,1.87,,10.4,,14,,7.8,53,93,,,,47,1.62,42.1
19763,1976,3,136,,,,,,,2.6,31,5.6,36.6,1.58,,13.3,,16,,8.3,57,101,,,,55,2.4,46.8
19764,1976,4,134,,,,,,,3.2,32,5.4,37.4,1.47,,11.2,,15,2.3,8.1,59,102,,,,64,1.66,54.7
19765,1976,5,177,,,,,,,1.2,40,6.6,46.6,0.91,,14.4,,21,,8.4,73,129,,,,71,4.15,60.5
19766,1976,6,178,,,,,,,3.8,39,5.6,44.6,1.1,,12.8,,18,,7.9,75,119,,,,81,2.74,72.3
19767,1976,7,192,,,,,,,3.7,36,6.4,42.4,1.02,,15.5,,19,2.63,8.2,80,117,,,,83,4.05,73
19768,1976,8,204,,,,,,,1.8,41,5.2,46.2,0.53,,16.9,,25,3.05,8,79,124,,,,84,3.58,71.5
19769,1976,9,255,,,,,,,1.6,46,8.6,54.6,0.71,,20.2,,36,3.1,7.9,92,146,,,,77,4.84,65.3
19771,1977,1,156,,,,,,,1.8,46,8.6,54.6,2.19,,16.5,,34,1.1,8.3,89,148,,,,38,1.87,21.2
197710,1977,10,317,,,,,,,2.6,58,9.4,67.4,0.32,,31,,23,3.1,8.1,103,184,,,,64,4.69,53.8
197711,1977,11,179,,,,,,,6.3,42,9.2,51.2,0.56,,15.3,,39,2.1,7.6,68,136,,,,58,5.04,47.2
197712,1977,12,140,,,,,,,6.2,33,6.3,39.3,1.72,,13.2,,26,2.3,7.5,47,106,,,,45,5.76,34
19772,1977,2,176,,,,,,,2.1,43,8.5,51.5,1.62,,16.4,,39,1.8,8.2,76,142,,,,41,1.03,34.1
19773,1977,3,122,,,,,,,4.5,25,5.6,30.6,1.18,,11.4,,20,2.4,7.5,38,82,,,,53,3.65,48.1
19774,1977,4,136,,,,,,,3.4,29,5.1,34.1,1.1,,10,,22,2.1,7.9,55,93,,,,64,3.17,55.4
19775,1977,5,191,,,,,,,1.2,40,7.8,47.8,0.76,,13.6,,33,2.2,8.3,85,132,,,,76,1.95,64.8
19776,1977,6,236,,,,,,,2.2,50,8.3,58.3,0.41,,19.9,,42,2.6,8.2,93,157,,,,79,3.65,68.5
19777,1977,7,224,,,,,,,1.3,40,8.9,48.9,0.21,,23.9,,49,3.2,7.8,75,138,,,,87,3.25,76.3
19778,1977,8,236,,,,,,,1.8,42,7.9,49.9,0.22,,24.6,,48,3.2,7.9,82,139,,,,85,3.65,75
19779,1977,9,303,,,,,,,1.4,50,11.3,61.3,0.15,,30.9,,61,3.4,7.8,88,167,,,,77,2.39,69.4
19781,1978,1,210,,,,,,,6,34,6.2,40.2,1.26,,16.7,,16,,7.3,51,106,,0,32,41,7.11,27.5
197810,1978,10,273,,,,,,,1.6,52,11,63,0.75,,25.6,,62,2.9,8.5,117,179,,16.95,62.51,70,1.45,54.2
197811,1978,11,288,,,,,,,2.4,55,11,66,0.65,,31,,62,3.1,8.2,123,186,,12.5,54.5,55,3.21,47
197812,1978,12,212,,,,,,,6.9,32,3,35,0.85,,15.4,,31,4.5,7.8,62,95,,3.5,38.3,46,4.72,38
19782,1978,2,282,,,,,,,1.8,38,4.4,42.4,2.43,,12.3,,17,,7.6,66,115,,,,42,0.95,24.4
19783,1978,3,173,,,,,,,2.4,33,3.3,36.3,2.21,,15.2,,16,2.6,7.7,55,94,,0.5,32.9,50,4.71,39.2
19784,1978,4,165,,,,,,,3.1,36,3.2,39.2,1.93,,11.7,,25,1.5,8,60,103,,14,57.2,63,2.25,51.8
19785,1978,5,171,,,,,,,4.9,34,3.4,37.4,1.3,,11.9,,23,1.5,7.7,54,100,,,,66,6.07,60.4
19786,1978,6,201,,,,,,,2.3,45,3.6,48.6,0.83,,13.4,,21,1.6,8.2,84,126,,,,80,3.25,70.4
19787,1978,7,193,,,,,,,5.2,44,4.1,48.1,1.4,,14.5,,29,3,7.9,76,130,,,,80,5.15,73.1
19788,1978,8,219,,,,,,,5,41,3.9,44.9,0.33,,14.2,,25,2.4,7.8,77,116,,,,83,5.17,76.2
19789,1978,9,261,,,,,,,3.5,42,8.5,50.5,0.49,,15.1,,31,2.8,7.6,98,147,,,,79,1.44,67.6
19791,1979,1,170,,,,,,,6.3,24,5,29,1.82,,19.3,,21,1.6,7.7,38,75,,1,33.8,39,7.39,30.7
197910,1979,10,224,,,,,,,13.4,27,3,30,1.51,1.29,11.8,,26,2.8,7,34,99,,11.65,52.97,62,5.36,54.6
197911,1979,11,169,,,,,,,8.5,30,5,35,1.02,1.1,13,,31,2,7.3,58,102,,14,57.2,56,3.63,49.1
197912,1979,12,167,,,,,,,5.5,31,6,37,1.53,1.39,14.3,,22,1.8,7.7,62,95,,7.1,44.78,45,1.49,38.5
19792,1979,2,183,,,,,,,7.5,29,7,36,2.14,,12.2,,22,2.6,7.6,57,95,,3,37.4,37,5.86,23.4
19793,1979,3,176,,,,,,,8,23,6,29,1.81,1.59,12.6,,21,1.8,7.5,42,79,,8.5,47.3,51,3,45.7
19794,1979,4,180,,,,,,,6.8,25,6,31,1.57,,11.7,,20,1.6,7.6,45,87,,18,64.4,59,3.22,51.3
19795,1979,5,158,,,,,,,5.1,29,7,36,1.35,,12.4,,23,1.9,7.8,55,93,,22,71.6,71,4.41,62.9
19796,1979,6,227,,,,,,,9.9,31,6,37,0.86,1.28,11.8,,49,2.4,7.9,64,104,,21,69.8,75,4.03,67.7
19797,1979,7,189,,,,,,,4.4,40,7,47,1.76,0.4,15.2,,55,2.3,7.7,83,131,,29,84.2,81,4.77,73.1
19798,1979,8,210,,,,,,,12.4,36,7,43,1.61,0.44,16.6,,37,3.8,7,73,120,,24.5,76.1,81,6.87,73.3
19799,1979,9,274,,,,,,,8.5,33,7,40,1.22,0.911142857,11.5,,32,2.5,7,51,109,,23.875,74.975,74,7.77,66.8
19801,1980,1,151,,,,,,,6.8,29,,,1.4,1.49,15.2,,22,1.6,7.4,56,,,2.3,36.14,42,2.61,32.4
198010,1980,10,304,,,,,,,3.5,54,14,68,0.73,0.84,27.9,,,2.8,7.9,106,194,,10.5,50.9,64,3.82,54
198011,1980,11,310,,,,,,,2,57,11,68,0.81,,33.1,,64,3.2,7.6,102,189,,,,54,3.09,42.5
198012,1980,12,202,,,,,,,5,40,8,48,2.1,1.34,17.8,,43,2.5,7.6,78,128,,2.9000025,37.2200045,45,0.87,34.6
19802,1980,2,174,,,,,,,3.4,37,,,2.62,1.89,18,,25,1.6,8.1,75,,,2,35.6,42,1.11,29.8
19803,1980,3,149,,,,,,,15,27,,,1.6,1.358333333,18,,30,1.9,7.5,45,,,8.333333333,47,46,5.58,40.2
19804,1980,4,129,,,,,,,,25,,,1.08,1.386,12,,19,1.8,7.1,49,,,10,50,58,4.56,53.5
19805,1980,5,145,,,,,,,10,28,6,34,1.48,1.01,13.4,,22,2.1,7.3,55,95,,14.78,58.604,68,3.7,64
